mirId	Cancer	Profile	PubMed Article
hsa-mir-135a	colorectal cancer	up	MiR-135a promotes growth and invasion of colorectal cancer via metastasis suppressor 1 in vitro.
hsa-mir-135a	renal cell carcinoma	down	Tumor-suppressive microRNA-135a inhibits cancer cell proliferation by targeting the c-MYC oncogene in renal cell carcinoma.
hsa-mir-135b	colorectal cancer	up	Expression of miR-21, miR-31, miR-96 and miR-135b is correlated with the clinical parameters of colorectal cancer.
hsa-mir-135b	colorectal cancer	up	Identification and functional screening of microRNAs highly deregulated in colorectal cancer.
hsa-mir-135b	gastric cancer	up	[Clinicopathological significance and function of miR-135b in the occurrence and development of gastric cancer].
hsa-mir-135b	lung cancer	up	MicroRNA-135b promotes lung cancer metastasis by regulating multiple targets in the Hippo pathway and LZTS1.
hsa-mir-136	glioma	down	MiR-136 promotes apoptosis of glioma cells by targeting AEG-1 and Bcl-2.
hsa-mir-137	anaplastic astrocytoma	down	miR-124 and miR-137 inhibit proliferation of glioblastoma multiforme cells and induce differentiation of brain tumor stem cells.
hsa-mir-137	colorectal cancer	down	MicroRNA-137, an HMGA1 Target, Suppresses Colorectal Cancer Cell Invasion and Metastasis in Mice by Directly Targeting FMNL2.
hsa-mir-137	colorectal cancer	down	Overexpression of paxillin induced by miR-137 suppression promotes tumor progression and metastasis in colorectal cancer.
hsa-mir-137	gastric cancer	down	miR-137 is frequently down-regulated in gastric cancer and is a negative regulator of Cdc42.
hsa-mir-137	glioblastoma	down	miR-124 and miR-137 inhibit proliferation of glioblastoma multiforme cells and induce differentiation of brain tumor stem cells.
hsa-mir-137	glioblastoma	down	miR-137 is frequently down-regulated in glioblastoma and is a negative regulator of Cox-2.
hsa-mir-137	glioblastoma	down	MicroRNA-137 is downregulated in glioblastoma and inhibits the stemness of glioma stem cells by targeting RTVP-1.
hsa-mir-137	neuroblastoma	down	MiR-137 functions as a tumor suppressor in neuroblastoma by downregulating KDM1A.
hsa-mir-137	squamous carcinoma	up	MicroRNA-137 promoter methylation is associated with poorer overall survival in patients with squamous cell carcinoma of the head and neck.
hsa-mir-137	uveal melanoma	down	Epigenetics, microRNAs, and carcinogenesis: functional role of microRNA-137 in uveal melanoma.
hsa-mir-138	anaplastic thyroid carcinoma	down	Downregulation of miR-138 is associated with overexpression of human telomerase reverse transcriptase protein in human anaplastic thyroid carcinoma cell lines.
hsa-mir-138	chronic myelogenous leukemia	down	BCR-ABL/GATA1/miR-138 mini circuitry contributes to the leukemogenesis of chronic myeloid leukemia.
hsa-mir-138	esophageal squamous cell carcinoma	down	Downregulation of miR-138 Sustains NF-?B Activation and Promotes Lipid Raft Formation in Esophageal Squamous Cell Carcinoma.
hsa-mir-138	gastric cancer	up	MicroRNA profiling of human gastric cancer.
hsa-mir-138	head and neck squamous cell carcinoma	down	MicroRNA-138 suppresses invasion and promotes apoptosis in head and neck squamous cell carcinoma cell lines.
hsa-mir-138	head and neck squamous cell carcinoma	down	Role of microRNA-138 as a potential tumor suppressor in head and neck squamous cell carcinoma.
hsa-mir-138	hepatocellular carcinoma	down	MiR-138 induces cell cycle arrest by targeting cyclin D3 in hepatocellular carcinoma.
hsa-mir-138	non-small cell lung cancer	down	MiR-138 Inhibits Tumor Growth Through Repression of EZH2 in Non-Small Cell Lung Cancer.
hsa-mir-138	ovarian cancer	down	MicroRNA-138 suppresses ovarian cancer cell invasion and metastasis by targeting SOX4 and HIF-1?
hsa-mir-138	papillary thyroid carcinoma	down	Downregulation of miR-138 is associated with overexpression of human telomerase reverse transcriptase protein in human anaplastic thyroid carcinoma cell lines.
hsa-mir-138	renal clear cell carcinoma	down	MiR-138 suppresses expression of hypoxia-inducible factor 1? (HIF-1?) in clear cell renal cell carcinoma 786-O cells.
hsa-mir-139	colorectal cancer	down	Regulation of RAP1B by miR-139 suppresses human colorectal carcinoma cell proliferation.
hsa-mir-139	colorectal carcinoma	down	Regulation of RAP1B by miR-139 suppresses human colorectal carcinoma cell proliferation.
hsa-mir-139	glioma	down	MiR-139 Inhibits Mcl-1 Expression and Potentiates TMZ-Induced Apoptosis in Glioma.
hsa-mir-139	hepatocellular carcinoma	down	The microRNA miR-139 suppresses metastasis and progression of hepatocellular carcinoma by down-regulating Rho-kinase 2.
hsa-mir-139	hepatocellular carcinoma	down	Derepression of c-Fos caused by MicroRNA-139 down-regulation contributes to the metastasis of human hepatocellular carcinoma.
hsa-mir-139-3p	colorectal cancer	up	MicroRNA expression profiles in human colorectal cancers with liver metastases.
hsa-mir-140	non-small cell lung cancer	up	Peripheral Blood miR-328 Expression as a Potential Biomarker for the Early Diagnosis of NSCLC.
hsa-mir-140-5p	hepatocellular carcinoma	down	MicroRNA-140-5p suppresses tumor growth and metastasis by targeting TGFBR1 and FGF9 in hepatocellular carcinoma.
hsa-mir-140-5p	liver cancer	down	MicroRNA-140-5p suppresses tumor growth and metastasis by targeting TGFBR1 and FGF9 in hepatocellular carcinoma.
hsa-mir-141	bladder cancer	up	Circulating microRNAs in serum: novel biomarkers for patients with bladder cancer?
hsa-mir-141	gastric cancer	down	Down-regulation of miR-141 in gastric cancer and its involvement in cell growth.
hsa-mir-141	non-small cell lung cancer	up	High expression of serum miR-21 and tumor miR-200c associated with poor prognosis in patients with lung cancer.
hsa-mir-141	renal cell carcinoma	down	MicroRNA-141 is downregulated in human renal cell carcinoma and regulates cell survival by targeting CDC25B.
hsa-mir-141	renal clear cell carcinoma	down	Genome-wide microRNA expression profiling in renal cell carcinoma: significant down-regulation of miR-141 and miR-200c.
hsa-mir-142-3p	colon cancer	down	MiR-142-3p functions as a tumor suppressor by targeting CD133, ABCG2, and Lgr5 in colon cancer cells.
hsa-mir-142-3p	hepatocellular carcinoma	down	MicroRNA-142-3p, a new regulator of RAC1, suppresses the migration and invasion of hepatocellular carcinoma cells.
hsa-mir-142-3p	mantle cell lymphoma	down	microRNA expression profile and identification of miR-29 as a prognostic marker and pathogenetic factor by targeting CDK6 in mantle cell lymphoma.
hsa-mir-142-5p	lung cancer	down	Uncovering growth-suppressive MicroRNAs in lung cancer.
hsa-mir-142-5p	malt lymphoma	up	Overexpression of miR-142-5p and miR-155 in gastric mucosa-associated lymphoid tissue (MALT) lymphoma resistant to Helicobacter pylori eradication.
hsa-mir-142-5p	mantle cell lymphoma	down	microRNA expression profile and identification of miR-29 as a prognostic marker and pathogenetic factor by targeting CDK6 in mantle cell lymphoma.
hsa-mir-142-5p	osteosarcoma	down	MicroRNA signatures associate with pathogenesis and progression of osteosarcoma.
hsa-mir-143	bladder cancer	down	MicroRNA-143 as a tumor suppressor for bladder cancer.
hsa-mir-143	bladder cancer	down	MicroRNA-143 functions as a tumor suppressor in human bladder cancer T24 cells.
hsa-mir-143	bladder cancer	down	Replacement treatment with microRNA-143 and -145 induces synergistic inhibition of the growth of human bladder cancer cells by regulating PI3K/Akt and MAPK signaling pathways.
hsa-mir-143	cervical cancer	down	miR-143 is downregulated in cervical cancer and promotes apoptosis and inhibits tumor formation by targeting Bcl-2.
hsa-mir-143	colon cancer	down	MicroRNA-143 reduces viability and increases sensitivity to 5-fluorouracil in HCT116 human colorectal cancer cells.
hsa-mir-143	colon cancer	down	The Evi1, microRNA-143, K-Ras axis in colon cancer.
hsa-mir-143	colon cancer	down	miR-143 overexpression impairs growth of human colon carcinoma xenografts in mice with induction of apoptosis and inhibition of proliferation.
hsa-mir-143	colon cancer	down	Forced expression of miR-143 represses ERK5/c-Myc and p68/p72 signaling in concert with miR-145 in gut tumors of Apc(Min) mice.
hsa-mir-143	colorectal cancer	down	Down-regulation of KRAS-interacting miRNA-143 predicts poor prognosis but not response to EGFR-targeted agents in colorectal cancer.
hsa-mir-143	colorectal cancer	down	MicroRNA-143 inhibits tumor growth and angiogenesis and sensitizes chemosensitivity to oxaliplatin in colorectal cancers.
hsa-mir-143	colorectal cancer	down	Association of microRNA expression with microsatellite instability status in colorectal adenocarcinoma.
hsa-mir-143	colorectal cancer	down	MicroRNA signatures: novel biomarker for colorectal cancer?
hsa-mir-143	colorectal carcinoma	down	[Effect of microRNA143 expression on cell proliferation in colonic carcinoma].
hsa-mir-143	colorectal carcinoma	down	MicroRNA-143 targets DNA methyltransferases 3A in colorectal cancer.
hsa-mir-143	colorectal carcinoma	down	Altered levels of the onco-microRNA 21 and the tumor-supressor microRNAs 143 and 145 in advanced rectal cancer indicate successful neoadjuvant chemoradiotherapy.
hsa-mir-143	esophageal squamous cell carcinoma	down	MicroRNA-143 functions as a tumor suppressor in human esophageal squamous cell carcinoma.
hsa-mir-143	glioblastoma	down	miR-143 inhibits glycolysis and depletes stemness of glioblastoma stem-like cells.
hsa-mir-143	glioma	down	miR-143 inhibits glycolysis and depletes stemness of glioblastoma stem-like cells.
hsa-mir-143	nasopharyngeal carcinoma	down	MicroRNA deregulation and pathway alterations in nasopharyngeal carcinoma.
hsa-mir-143	osteosarcoma	down	A three-plasma miRNA signature serves as novel biomarkers for osteosarcoma.
hsa-mir-143	osteosarcoma	down	microRNA-143, down-regulated in osteosarcoma, promotes apoptosis and suppresses tumorigenicity by targeting Bcl-2.
hsa-mir-143	prostate cancer	down	miR-143 interferes with ERK5 signaling, and abrogates prostate cancer progression in mice.
hsa-mir-143	prostate cancer	down	miR-143 decreases prostate cancer cells proliferation and migration and enhances their sensitivity to docetaxel through suppression of KRAS.
hsa-mir-143	prostate cancer	down	MicroRNA-143 inhibits cell migration and invasion by targeting matrix metalloproteinase 13 in prostate cancer.
hsa-mir-144	nasopharyngeal carcinoma	up	MicroRNA-144 promotes cell proliferation, migration and invasion in nasopharyngeal carcinoma through repression of PTEN.
hsa-mir-145	bladder cancer	down	Aberrant expression of microRNAs in bladder cancer.
hsa-mir-145	bladder cancer	down	miR-145 induces caspase-dependent and -independent cell death in urothelial cancer cell lines with targeting of an expression signature present in Ta bladder tumors.
hsa-mir-145	bladder cancer	down	MicroRNA-143 functions as a tumor suppressor in human bladder cancer T24 cells.
hsa-mir-145	bladder cancer	down	Replacement treatment with microRNA-143 and -145 induces synergistic inhibition of the growth of human bladder cancer cells by regulating PI3K/Akt and MAPK signaling pathways.
hsa-mir-145	bladder cancer	down	socs7, a target gene of microRNA-145, regulates interferon-? induction through STAT3 nuclear translocation in bladder cancer cells.
hsa-mir-145	breast cancer	down	MiR-145 inhibits tumor angiogenesis and growth by N-RAS and VEGF.
hsa-mir-145	breast cancer	down	Analysis of miR-205 and miR-155 expression in the blood of breast cancer patients.
hsa-mir-145	breast cancer	down	miR-145 inhibits breast cancer cell growth through RTKN.
hsa-mir-145	breast cancer	down	miR-145 participates with TP53 in a death-promoting regulatory loop and targets estrogen receptor-alpha in human breast cancer cells.
hsa-mir-145	cervical cancer	down	Glucocorticoid regulation of a novel HPV E6-p53-miR-145 pathway modulates invasion and therapy resistance of cervical cancer cells.
hsa-mir-145	colon cancer	down	MiR-145 directly targets p70S6K1 in cancer cells to inhibit tumor growth and angiogenesis.
hsa-mir-145	colon cancer	down	Forced expression of miR-143 represses ERK5/c-Myc and p68/p72 signaling in concert with miR-145 in gut tumors of Apc(Min) mice.
hsa-mir-145	colon cancer	down	Putative tumor suppressor miR-145 inhibits colon cancer cell growth by targeting oncogene Friend leukemia virus integration 1 gene.
hsa-mir-145	colorectal cancer	down	Association of microRNA expression with microsatellite instability status in colorectal adenocarcinoma.
hsa-mir-145	colorectal cancer	down	MicroRNA signatures: novel biomarker for colorectal cancer?
hsa-mir-145	colorectal cancer	down	Candidate microRNA biomarkers in human colorectal cancer: Systematic review profiling studies and experimental validation.
hsa-mir-145	colorectal carcinoma	down	Altered levels of the onco-microRNA 21 and the tumor-supressor microRNAs 143 and 145 in advanced rectal cancer indicate successful neoadjuvant chemoradiotherapy.
hsa-mir-145	esophageal squamous cell carcinoma	down	miR-145, miR-133a and miR-133b: Tumor-suppressive miRNAs target FSCN1 in esophageal squamous cell carcinoma.
hsa-mir-145	esophageal squamous cell carcinoma	down	MicroRNA-143 functions as a tumor suppressor in human esophageal squamous cell carcinoma.
hsa-mir-145	glioblastoma	down	NEDD9, a novel target of miR-145, increases the invasiveness of glioblastoma.
hsa-mir-145	glioma	down	MiR-145 reduces ADAM17 expression and inhibits in vitro migration and invasion of glioma cells.
hsa-mir-145	glioma	down	NEDD9, a novel target of miR-145, increases the invasiveness of glioblastoma.
hsa-mir-145	hepatocellular carcinoma	down	Expression of microRNAs, miR-21, miR-31, miR-122, miR-145, miR-146a, miR-200c, miR-221, miR-222, and miR-223 in patients with hepatocellular carcinoma or intrahepatic cholangiocarcinoma and its progno
hsa-mir-145	hepatocellular carcinoma	down	MiR-145 modulates multiple components of the insulin-like growth factor pathway in hepatocellular carcinoma.
